df,section_name,cb_col_name,col_name
v4,SF-12 Health Survey,HS2_V4,hs_2
v4,SF-12 Health Survey,HS3_V4,hs_3
v4,SF-12 Health Survey,HS4_V4,hs_4
v4,SF-12 Health Survey,HS5_V4,hs_5
v4,SF-12 Health Survey,HS6_V4,hs_6
v4,SF-12 Health Survey,HS7_V4,hs_7
v4,SF-12 Health Survey,HS8_V4,hs_8
v4,SF-12 Health Survey,HS9_V4,hs_9
v4,SF-12 Health Survey,HS10_V4,hs_10
v4,SF-12 Health Survey,HS11_V4,hs_11
v4,SF-12 Health Survey,HS12_V4,hs_12
v4,Health Related Quality of Life,HRQ1_V4,hrq_1
v4,Health Related Quality of Life,HRQ2_V4,hrq_2
v4,Health Related Quality of Life,HRQ3_V4,hrq_3
v4,Self-Rated Health Questionnaire,S2_V4,srh_1
v4,Self-Rated Health Questionnaire,S2_V4A,srh_1a
v4,Self-Rated Health Questionnaire,S2_V4B,srh_1b
v4,Self-Rated Health Questionnaire,S2_V4C,srh_1c
v4,Self-Rated Health Questionnaire,S2_V4D,srh_1d
v4,Self-Rated Health Questionnaire,S2_V4E,srh_1e
v4,Self-Rated Health Questionnaire,S2_V4F,srh_1f
v4,Self-Rated Health Questionnaire,S2_V4G,srh_1g
v4,Self-Rated Health Questionnaire,S2_V4H,srh_1h
v4,Self-Rated Health Questionnaire,SR3A_V4,srh_2a
v4,Self-Rated Health Questionnaire,SR3B_V4,srh_2b
v4,Self-Rated Health Questionnaire,SR3C_V4,srh_2c
v4,Self-Rated Health Questionnaire,SR3D_V4,srh_2d
v4,Self-Rated Health Questionnaire,SR3E_V4,srh_2e
v4,Self-Rated Health Questionnaire,SR3F_V4,srh_2f
v4,Self-Rated Health Questionnaire,S18_V4,srh_18
v4,Self-Rated Health Questionnaire,S18_V4A,srh_18a
v4,Self-Rated Health Questionnaire,S18_V4B,srh_18b
v4,Self-Rated Health Questionnaire,S18_V4C,srh_18c
v4,Self-Rated Health Questionnaire,S18_V4D,srh_18d
v4,Self-Rated Health Questionnaire,S18_V4E,srh_18e
v4,Self-Rated Health Questionnaire,S18_V4F,srh_18f
v4,Self-Rated Health Questionnaire,S18_V4G,srh_18g
v4,Self-Rated Health Questionnaire,S18_V4H,srh_18h
v4,Self-Rated Health Questionnaire,S18_V4I,srh_18i
v4,Self-Rated Health Questionnaire,S18_V4J,srh_18j
v4,Self-Rated Health Questionnaire,S18_V4K,srh_18k
v4,Self-Rated Health Questionnaire,S18_V4L,srh_18l
v4,Self-Rated Health Questionnaire,S24_V4,srh_24
v4,Self-Rated Health Questionnaire,S24_V4A,srh_24a
v4,Self-Rated Health Questionnaire,S24_V4B,srh_24b
v4,Self-Rated Health Questionnaire,S24_V4C,srh_24c
v4,Self-Rated Health Questionnaire,S24_V4D,srh_24d
v4,Self-Rated Health Questionnaire,S24_V4E,srh_24e
v4,Self-Rated Health Questionnaire,S24_V4F,srh_24f
v4,Self-Rated Health Questionnaire,S25A_V4,srh_25
v4,Self-Rated Health Questionnaire,S26A_V4,srh_26
v4,Self-Rated Health Questionnaire,S26A_V4A,srh_26a
v4,Self-Rated Health Questionnaire,S26A_V4B,srh_26b
v4,Self-Rated Health Questionnaire,S26A_V4C,srh_26c
v4,Self-Rated Health Questionnaire,S26A_V4D,srh_26d
v4,Self-Rated Health Questionnaire,S26A_V4E,srh_26e
v4,Self-Rated Health Questionnaire,S26A_V4F,srh_26f
v4,Self-Rated Health Questionnaire,S26A_V4G,srh_26g
v4,Self-Rated Health Questionnaire,S25B_V4,srh_27
v4,Self-Rated Health Questionnaire,S26B_V4,srh_28
v4,Self-Rated Health Questionnaire,S26B_V4A,srh_28a
v4,Self-Rated Health Questionnaire,S26B_V4B,srh_28b
v4,Self-Rated Health Questionnaire,S26B_V4C,srh_28c
v4,Self-Rated Health Questionnaire,S26B_V4D,srh_28d
v4,Self-Rated Health Questionnaire,S26B_V4E,srh_28e
v4,Self-Rated Health Questionnaire,S26B_V4F,srh_28f
v4,Self-Rated Health Questionnaire,S26B_V4G,srh_28g
v4,Self-Rated Health Questionnaire,S25C_V4,srh_29
v4,Self-Rated Health Questionnaire,S26C_V4,srh_30
v4,Self-Rated Health Questionnaire,S26C_V4A,srh_30a
v4,Self-Rated Health Questionnaire,S26C_V4B,srh_30b
v4,Self-Rated Health Questionnaire,S26C_V4C,srh_30c
v4,Self-Rated Health Questionnaire,S26C_V4D,srh_30d
v4,Self-Rated Health Questionnaire,S26C_V4E,srh_30e
v4,Self-Rated Health Questionnaire,S26C_V4F,srh_30f
v4,Self-Rated Health Questionnaire,S26C_V4G,srh_30g
v4,Self-Rated Health Questionnaire,S25D_V4,srh_31
v4,Self-Rated Health Questionnaire,S26D_V4,srh_32
v4,Self-Rated Health Questionnaire,S26D_V4A,srh_32a
v4,Self-Rated Health Questionnaire,S26D_V4B,srh_32b
v4,Self-Rated Health Questionnaire,S26D_V4C,srh_32c
v4,Self-Rated Health Questionnaire,S26D_V4D,srh_32d
v4,Self-Rated Health Questionnaire,S26D_V4E,srh_32e
v4,Self-Rated Health Questionnaire,S26D_V4F,srh_32f
v4,Self-Rated Health Questionnaire,S26D_V4G,srh_32g
v4,Self-Rated Health Questionnaire,S25E_V4,srh_33
v4,Self-Rated Health Questionnaire,S26E_V4,srh_34
v4,Self-Rated Health Questionnaire,S26E_V4A,srh_34a
v4,Self-Rated Health Questionnaire,S26E_V4B,srh_34b
v4,Self-Rated Health Questionnaire,S26E_V4C,srh_34c
v4,Self-Rated Health Questionnaire,S26E_V4D,srh_34d
v4,Self-Rated Health Questionnaire,S26E_V4E,srh_34e
v4,Self-Rated Health Questionnaire,S26E_V4F,srh_34f
v4,Self-Rated Health Questionnaire,S26E_V4G,srh_34g
v4,Self-Rated Health Questionnaire,S27_V4,srh_35
v4,Self-Rated Health Questionnaire,S28_V4,srh_36
v4,Self-Rated Health Questionnaire,S32_V4,srh_40
v4,Self-Rated Health Questionnaire,S32_V4A,srh_40a
v4,Self-Rated Health Questionnaire,S32_V4B,srh_40b
v4,Self-Rated Health Questionnaire,S32_V4C,srh_40c
v4,Self-Rated Health Questionnaire,S32_V4D,srh_40d
v4,Self-Rated Health Questionnaire,S32_V4E,srh_40e
v4,Self-Rated Health Questionnaire,S32_V4F,srh_40f
v4,Self-Rated Health Questionnaire,S32_V4G,srh_40g
v4,Self-Rated Health Questionnaire,S32_V4H,srh_40h
v4,Self-Rated Health Questionnaire,S32_V4I,srh_40i
v4,Self-Rated Health Questionnaire,S33_V4,srh_41
v4,Self-Rated Health Questionnaire,S37_V4,srh_45
v4,Self-Rated Health Questionnaire,S39A_V4,srh_47
v4,Self-Rated Health Questionnaire,S39B_V4,srh_48
v4,Self-Rated Health Questionnaire,S40_V4,srh_49
v4,Self-Rated Health Questionnaire,S41_V4,srh_50
v4,Self-Rated Health Questionnaire,S42_V4,srh_51
v4,Self-Rated Health Questionnaire,S43_V4,srh_52
v4,Self-Rated Health Questionnaire,S43_V4A,srh_52a
v4,Self-Rated Health Questionnaire,S43_V4B,srh_52b
v4,Self-Rated Health Questionnaire,S43_V4C,srh_52c
v4,Self-Rated Health Questionnaire,S43_V4D,srh_52d
v4,Self-Rated Health Questionnaire,S43_V4E,srh_52e
v4,Self-Rated Health Questionnaire,S43_V4F,srh_52f
v4,Self-Rated Health Questionnaire,S43_V4G,srh_52g
v4,Self-Rated Health Questionnaire,S43_V4H,srh_52h
v4,Self-Rated Health Questionnaire,S43_V4I,srh_52i
v4,TCU Drug Screen 5,DS1_V4,ds_1
v4,TCU Drug Screen 5,DS2_V4,ds_2
v4,TCU Drug Screen 5,DS3_V4,ds_3
v4,TCU Drug Screen 5,DS4_V4,ds_4
v4,TCU Drug Screen 5,DS5_V4,ds_5
v4,TCU Drug Screen 5,DS6_V4,ds_6
v4,TCU Drug Screen 5,DS7_V4,ds_7
v4,TCU Drug Screen 5,DS8_V4,ds_8
v4,TCU Drug Screen 5,DS9_V4,ds_9
v4,TCU Drug Screen 5,DS10A_V4,ds_10a
v4,TCU Drug Screen 5,DS10B_V4,ds_10b
v4,TCU Drug Screen 5,DS11A_V4,ds_11a
v4,TCU Drug Screen 5,DS11B_V4,ds_11b
v4,Tobacco History Questionnaire,T1_V4,t_1
v4,Tobacco History Questionnaire,T2_V4,t_2
v4,Tobacco History Questionnaire,T3A_V4,t_3
v4,Tobacco History Questionnaire,T3A_V4Y,t_3y
v4,Tobacco History Questionnaire,T3A_V4M,t_3m
v4,Tobacco History Questionnaire,T3B_V4,t_4
v4,Tobacco History Questionnaire,T5_V4,t_6
v4,Tobacco History Questionnaire,T5A1_V4,t_6a
v4,Tobacco History Questionnaire,T5A2_V4,t_6b
v4,Tobacco History Questionnaire,T5A3_V4,t_6c
v4,Tobacco History Questionnaire,T5A4_V4,t_6d
v4,Tobacco History Questionnaire,T5A5_V4,t_6e
v4,Tobacco History Questionnaire,T5A6_V4,t_6f
v4,Tobacco History Questionnaire,T6_V4,t_7
v4,Tobacco History Questionnaire,T6A1_V4,t_7a
v4,Tobacco History Questionnaire,T6A2_V4,t_7b
v4,Tobacco History Questionnaire,T6A3_V4,t_7c
v4,Tobacco History Questionnaire,T6A4_V4,t_7d
v4,Tobacco History Questionnaire,T6A5_V4,t_7e
v4,Tobacco History Questionnaire,T6A6_V4,t_7f
v4,Tobacco History Questionnaire,T7_V4,t_8
v4,Tobacco History Questionnaire,T10_V4,t_11
v4,Tobacco History Questionnaire,T16_V4,t_17
v4,Tobacco History Questionnaire,T17_V4,t_18
v4,Tobacco History Questionnaire,T22_V4,t_23
v4,Tobacco History Questionnaire,T24_V4,t_25
v4,Tobacco History Questionnaire,T25_V4,t_26
v4,Tobacco History Questionnaire,T26_V4,t_27
v4,Tobacco History Questionnaire,T27_V4,t_28
v4,Tobacco History Questionnaire,T28_V4,t_29
v4,Tobacco History Questionnaire,T29_V4,t_30
v4,Tobacco History Questionnaire,T30_V4,t_31
v4,Tobacco History Questionnaire,T31_V4,t_32
v4,Tobacco History Questionnaire,T31_V4A,t_32a
v4,Tobacco History Questionnaire,T31_V4B,t_32b
v4,Tobacco History Questionnaire,T31_V4C,t_32c
v4,Tobacco History Questionnaire,T31_V4D,t_32d
v4,Tobacco History Questionnaire,T31_V4E,t_32e
v4,Tobacco History Questionnaire,T31_V4F,t_32f
v4,Tobacco History Questionnaire,T31_V4G,t_32g
v4,Tobacco History Questionnaire,T31_V4H,t_32h
v4,Tobacco History Questionnaire,T31_V4I,t_32i
v4,Tobacco History Questionnaire,T31_V4J,t_32j
v4,Tobacco History Questionnaire,T31B_V4,t_33
v4,Tobacco History Questionnaire,T31B_V4A,t_33a
v4,Tobacco History Questionnaire,T31B_V4B,t_33b
v4,Tobacco History Questionnaire,T31B_V4C,t_33c
v4,Tobacco History Questionnaire,T33_V4,t_35
v4,Tobacco History Questionnaire,T33_V4A,t_35a
v4,Tobacco History Questionnaire,T33_V4B,t_35b
v4,Tobacco History Questionnaire,T33_V4C,t_35c
v4,Tobacco History Questionnaire,T33_V4D,t_35d
v4,Tobacco History Questionnaire,T33_V4E,t_35e
v4,Tobacco History Questionnaire,T33_V4F,t_35f
v4,Tobacco History Questionnaire,T33_V4G,t_35g
v4,Tobacco History Questionnaire,T33_V4H,t_35h
v4,Tobacco History Questionnaire,T33_V4I,t_35i
v4,Tobacco History Questionnaire,T33_V4J,t_35j
v4,Tobacco History Questionnaire,T34_V4,t_36
v4,Tobacco History Questionnaire,T35_V4,t_37
v4,Tobacco History Questionnaire,T36_V5,t_38
v4,Tobacco History Questionnaire,T37_V5,t_39
v4,Tobacco History Questionnaire,T38_V5,t_40
v4,Tobacco History Questionnaire,T39_V5,t_41
v4,Tobacco History Questionnaire,T40_V5,t_42
v4,Heaviness of Smoking Index,HSI1_V4,hsi_1
v4,Heaviness of Smoking Index,HSI2_V14,hsi_2
v4,BRFSS - Inadequate Sleep,BRS1_V4,brs_1
v4,BRFSS - Inadequate Sleep,BRS2_V4,brs_2
v4,BRFSS - Inadequate Sleep,BRS3_V4,brs_3
v4,BRFSS - Inadequate Sleep,BRS4_V4,brs_4
v4,BRFSS - Inadequate Sleep,BRS5_V4,brs_5
v4,"Alcohol Quantity, Frequency and Binge Drinking Questionnaire",AF1_V4,af_1
v4,"Alcohol Quantity, Frequency and Binge Drinking Questionnaire",AF2M_V4,af_2m
v4,"Alcohol Quantity, Frequency and Binge Drinking Questionnaire",AF3TU_V4,af_3tu
v4,"Alcohol Quantity, Frequency and Binge Drinking Questionnaire",AF4W_V4,af_4w
v4,"Alcohol Quantity, Frequency and Binge Drinking Questionnaire",AF5TH_V4,af_5th
v4,"Alcohol Quantity, Frequency and Binge Drinking Questionnaire",AF6F_V4,af_6f
v4,"Alcohol Quantity, Frequency and Binge Drinking Questionnaire",AF6SA_V4,af_6sa
v4,"Alcohol Quantity, Frequency and Binge Drinking Questionnaire",AF8SU_V4,af_8su
v4,"Alcohol Quantity, Frequency and Binge Drinking Questionnaire",DRINKS,drinks
v4,"Alcohol Quantity, Frequency and Binge Drinking Questionnaire",AF9_V4,af_9
v4,"Alcohol Quantity, Frequency and Binge Drinking Questionnaire",AF9A_V4,af_9a
v4,"Alcohol Quantity, Frequency and Binge Drinking Questionnaire",AF9B_V4,af_9b
v4,"Alcohol Quantity, Frequency and Binge Drinking Questionnaire",AF9C_V4,af_9c
v4,Food Security,FSS1_V4,fss_1
v4,Food Security,FSS2_V4,fss_2
v4,Food Security,FSS3_V4,fss_3
v4,Food Security,FSS3A_V4,fss_3a
v4,Food Security,FSS4_V4,fss_4
v4,Food Security,FSS5_V4,fss_5
v4,Meal Survey,MS1_V4,ms_1
v4,Meal Survey,MS2_V4,ms_2
v4,Meal Survey,MS3_V4,ms_3
v4,Meal Survey,MS4_V4,ms_4
v4,TCU CJ Client Evaluation of Self and Treatment,CJ1_V4,cj_1
v4,TCU CJ Client Evaluation of Self and Treatment,CJ2_V4,cj_2
v4,TCU CJ Client Evaluation of Self and Treatment,CJ3_V4,cj_3
v4,TCU CJ Client Evaluation of Self and Treatment,CJ4_V4,cj_4
v4,TCU CJ Client Evaluation of Self and Treatment,CJ5_V4,cj_5
v4,TCU CJ Client Evaluation of Self and Treatment,CJ6_V4,cj_6
v4,TCU CJ Client Evaluation of Self and Treatment,CJ7_V4,cj_7
v4,TCU CJ Client Evaluation of Self and Treatment,CJ8_V4,cj_8
v4,TCU CJ Client Evaluation of Self and Treatment,CJ9_V4,cj_9
v4,TCU CJ Client Evaluation of Self and Treatment,CJ10_V4,cj_10
v4,TCU CJ Client Evaluation of Self and Treatment,CJ11_V4,cj_11
v4,TCU CJ Client Evaluation of Self and Treatment,CJ12_V4,cj_12
v4,TCU CJ Client Evaluation of Self and Treatment,CJ13_V4,cj_13
v4,TCU CJ Client Evaluation of Self and Treatment,CJ14_V4,cj_14
v4,TCU CJ Client Evaluation of Self and Treatment,CJ15_V4,cj_15
v4,TCU CJ Client Evaluation of Self and Treatment,CJ16_V4,cj_16
v4,TCU CJ Client Evaluation of Self and Treatment,CJ17_V4,cj_17
v4,TCU CJ Client Evaluation of Self and Treatment,CJ18_V4,cj_18
v4,TCU CJ Client Evaluation of Self and Treatment,CJ19_V4,cj_19
v4,TCU CJ Client Evaluation of Self and Treatment,CJ20_V4,cj_20
v4,TCU CJ Client Evaluation of Self and Treatment,CJ21_V4,cj_21
v4,TCU CJ Client Evaluation of Self and Treatment,CJ22_V4,cj_22
v4,TCU CJ Client Evaluation of Self and Treatment,CJ23_V4,cj_23
v4,TCU CJ Client Evaluation of Self and Treatment,CJ24_V4,cj_24
v4,TCU CJ Client Evaluation of Self and Treatment,CJ25_V4,cj_25
v4,TCU CJ Client Evaluation of Self and Treatment,CJ26_V4,cj_26
v4,TCU CJ Client Evaluation of Self and Treatment,CJ27_V4,cj_27
v4,TCU CJ Client Evaluation of Self and Treatment,CJ28_V4,cj_28
v4,TCU CJ Client Evaluation of Self and Treatment,CJ29_V4,cj_29
v4,TCU CJ Client Evaluation of Self and Treatment,CJ30_V4,cj_30
v4,TCU CJ Client Evaluation of Self and Treatment,CJ31_V4,cj_31
v4,TCU CJ Client Evaluation of Self and Treatment,CJ32_V4,cj_32
v4,TCU CJ Client Evaluation of Self and Treatment,CJ33_V4,cj_33
v4,TCU CJ Client Evaluation of Self and Treatment,CJ34_V4,cj_34
v4,TCU CJ Client Evaluation of Self and Treatment,CJ35_V4,cj_35
v4,TCU CJ Client Evaluation of Self and Treatment,CJ36_V4,cj_36
v4,TCU CJ Client Evaluation of Self and Treatment,CJ37_V4,cj_37
v4,TCU CJ Client Evaluation of Self and Treatment,CJ38_V4,cj_38
v4,TCU CJ Client Evaluation of Self and Treatment,CJ39_V4,cj_39
v4,TCU CJ Client Evaluation of Self and Treatment,CJ40_V4,cj_40
v4,Detroit Day Discrimination,DD1_V4,dd_1
v4,Detroit Day Discrimination,DD2_V4,dd_2
v4,Detroit Day Discrimination,DD3_V4,dd_3
v4,Detroit Day Discrimination,DD4_V4,dd_4
v4,Detroit Day Discrimination,DD5_V4,dd_5
v4,Detroit Day Discrimination,DD6_V4,dd_6
v4,Detroit Day Discrimination,DD7_V4,dd_7
v4,Detroit Day Discrimination,DD8_V4,dd_8
v4,Detroit Day Discrimination,DD9_V4,dd_9
v4,Detroit Day Discrimination,DD10_V4,dd_10
v4,Urban Life Stressor Scale,ULS1_V4,uls_1
v4,Urban Life Stressor Scale,ULS2_V4,uls_2
v4,Urban Life Stressor Scale,ULS3_V4,uls_3
v4,Urban Life Stressor Scale,ULS4_V4,uls_4
v4,Urban Life Stressor Scale,ULS5_V4,uls_5
v4,Urban Life Stressor Scale,ULS6_V4,uls_6
v4,Urban Life Stressor Scale,ULS7_V4,uls_7
v4,Urban Life Stressor Scale,ULS8_V4,uls_8
v4,Urban Life Stressor Scale,ULS9_V4,uls_9
v4,Urban Life Stressor Scale,ULS10_V4,uls_10
v4,Urban Life Stressor Scale,ULS11_V4,uls_11
v4,Urban Life Stressor Scale,ULS12_V4,uls_12
v4,Urban Life Stressor Scale,ULS13_V4,uls_13
v4,Urban Life Stressor Scale,ULS14_V4,uls_14
v4,Urban Life Stressor Scale,ULS15_V4,uls_15
v4,Urban Life Stressor Scale,ULS16_V4,uls_16
v4,Urban Life Stressor Scale,ULS17_V4,uls_17
v4,Urban Life Stressor Scale,ULS18_V4,uls_18
v4,Urban Life Stressor Scale,ULS19_V4,uls_19
v4,Urban Life Stressor Scale,ULS20_V4,uls_20
v4,Urban Life Stressor Scale,ULS21_V4,uls_21
v4,Personal Victimization,PV1_V4,pv_1
v4,Personal Victimization,PV2_V4,pv_2
v4,Perceived Stress Scale,PS1_V4,ps_1
v4,Perceived Stress Scale,PS2_V4,ps_2
v4,Perceived Stress Scale,PS3_V4,ps_3
v4,Perceived Stress Scale,PS4_V4,ps_4
v4,Aggression Questionnaire,AQ1_V4,aq_1
v4,Aggression Questionnaire,AQ2_V4,aq_2
v4,Aggression Questionnaire,AQ3_V4,aq_3
v4,Aggression Questionnaire,AQ4_V4,aq_4
v4,Aggression Questionnaire,AQ5_V4,aq_5
v4,Aggression Questionnaire,AQ6_V4,aq_6
v4,Aggression Questionnaire,AQ7_V4,aq_7
v4,Aggression Questionnaire,AQ8_V4,aq_8
v4,Aggression Questionnaire,AQ9_V4,aq_9
v4,Aggression Questionnaire,AQ10_V4,aq_10
v4,Aggression Questionnaire,AQ11_V4,aq_11
v4,Aggression Questionnaire,AQ12_V4,aq_12
v4,CES-D,CES1_V4,ces_1
v4,CES-D,CES2_V4,ces_2
v4,CES-D,CES3_V4,ces_3
v4,CES-D,CES4_V4,ces_4
v4,CES-D,CES5_V4,ces_5
v4,CES-D,CES6_V4,ces_6
v4,CES-D,CES7_V4,ces_7
v4,CES-D,CES8_V4,ces_8
v4,CES-D,CES9_V4,ces_9
v4,CES-D,CES10_V4,ces_10
v4,Interpersonal Support Evaluation List,IS1_V4,is_1
v4,Interpersonal Support Evaluation List,IS2_V4,is_2
v4,Interpersonal Support Evaluation List,IS3_V4,is_3
v4,Interpersonal Support Evaluation List,IS4_V4,is_4
v4,Interpersonal Support Evaluation List,IS5_V4,is_5
v4,Interpersonal Support Evaluation List,IS6_V4,is_6
v4,Interpersonal Support Evaluation List,IS7_V4,is_7
v4,Interpersonal Support Evaluation List,IS8_V4,is_8
v4,Interpersonal Support Evaluation List,IS9_V4,is_9
v4,Interpersonal Support Evaluation List,IS10_V4,is_10
v4,Interpersonal Support Evaluation List,IS11_V4,is_11
v4,Interpersonal Support Evaluation List,IS12_V4,is_12
v4,Religious Participation,RP1_V4,rp_1
v4,Religious Participation,RP2_V4,rp_2
v4,Lubben Social Network Scale,LSN1_V4,lsn_1
v4,Lubben Social Network Scale,LSN2_V4,lsn_2
v4,Lubben Social Network Scale,LSN3_V4,lsn_3
v4,Lubben Social Network Scale,LSN4_V4,lsn_4
v4,Lubben Social Network Scale,LSN5_V4,lsn_5
v4,Lubben Social Network Scale,LSN6_V4,lsn_6
v4,Resource Utilization,R1_V4,r_1
v4,Resource Utilization,R2_V4,r_2
v4,Resource Utilization,R3_V4,r_3
v4,Resource Utilization,R4_V4,r_4
v4,Resource Utilization,R5_V4,r_5
v4,Resource Utilization,R6_V4,r_6
v4,Resource Utilization,R7_V4,r_7
v4,Resource Utilization,R8_V4,r_8
v4,Resource Utilization,R9_V4,r_9
v4,Resource Utilization,R10_V4,r_10
v4,Resource Utilization,R11_V4,r_11
v4,Resource Utilization,R11B_V4,r_12
v4,Resource Utilization,R12_V4,r_13
v4,Resource Utilization,R13_V4,r_14
v4,Resource Utilization,R14_V4,r_15
v4,Resource Utilization,R15_V4,r_16
v4,Resource Utilization,R15_V4A,r_16a
v4,Resource Utilization,R15_V4B,r_16b
v4,Resource Utilization,R15_V4C,r_16c
v4,Resource Utilization,R15_V4D,r_16d
v4,Resource Utilization,R15_V4E,r_16e
v4,Resource Utilization,R15_V4F,r_16f
v4,Resource Utilization,R15_V4G,r_16g
v4,Resource Utilization,R15_V4H,r_16h
v4,Resource Utilization,R15_V4I,r_16i
v4,Resource Utilization,R15_V4J,r_16j
v4,Resource Utilization,R15_V4K,r_16k
v4,Resource Utilization,R15_V4L,r_16l
v4,Resource Utilization,R15_V4M,r_16m
v4,Resource Utilization,R15_V4N,r_16n
v4,Resource Utilization,R15_V4O,r_16o
v4,Treatment Quality and Satisfaction Survey,TQ1_1V4,tq_1_1
v4,Treatment Quality and Satisfaction Survey,TQ2_1V4,tq_2_1
v4,Treatment Quality and Satisfaction Survey,TQ14_1V4,tq_14_1
v4,Treatment Quality and Satisfaction Survey,TQ1_2V4,tq_1_2
v4,Treatment Quality and Satisfaction Survey,TQ2_2V4,tq_2_2
v4,Treatment Quality and Satisfaction Survey,TQ3_2V4,tq_3_2
v4,Treatment Quality and Satisfaction Survey,TQ4_2V4,tq_4_2
v4,Treatment Quality and Satisfaction Survey,TQ9_2V4,tq_9_2
v4,Treatment Quality and Satisfaction Survey,TQ10_2V4,tq_10_2
v4,Treatment Quality and Satisfaction Survey,YQ11_2V4,yq_11_2
v4,Treatment Quality and Satisfaction Survey,TQ12_2V4,tq_12_2
v4,Treatment Quality and Satisfaction Survey,TQ13_2V4,tq_13_2
v4,Treatment Quality and Satisfaction Survey,TQ14_2V4,tq_14_2
v4,Treatment Quality and Satisfaction Survey,TQ1_3V4,tq_1_3
v4,Treatment Quality and Satisfaction Survey,TQ2_3V4,tq_2_3
v4,Treatment Quality and Satisfaction Survey,TQ3_3V4,tq_3_3
v4,Treatment Quality and Satisfaction Survey,TQ4_3V4,tq_4_3
v4,Treatment Quality and Satisfaction Survey,TQ5_3V4,tq_5_3
v4,Treatment Quality and Satisfaction Survey,TQ6_3V4,tq_6_3
v4,Treatment Quality and Satisfaction Survey,TQ7_3V4,tq_7_3
v4,Treatment Quality and Satisfaction Survey,TQ8_3V4,tq_8_3
v4,Treatment Quality and Satisfaction Survey,TQ9_3V4,tq_9_3
v4,Treatment Quality and Satisfaction Survey,TQ10_3V4,tq_10_3
v4,Treatment Quality and Satisfaction Survey,TQ11_3V4,tq_11_3
v4,Treatment Quality and Satisfaction Survey,TQ12_3V4,tq_12_3
v4,Treatment Quality and Satisfaction Survey,TQ13_3V4,tq_13_3
v4,Treatment Quality and Satisfaction Survey,TQ14_3V4,tq_14_3
v4,Treatment Quality and Satisfaction Survey,TQ15_3V4,tq_15_3
v4,Treatment Quality and Satisfaction Survey,TQ16_3V4,tq_16_3
v4,Treatment Quality and Satisfaction Survey,TQ17_3V4,tq_17_3
v4,Treatment Quality and Satisfaction Survey,TQ18_3V4,tq_18_3
v4,Treatment Quality and Satisfaction Survey,ENDTIME4,endtime
v4,Treatment Quality and Satisfaction Survey,ETIME_V4,etime
v5,Admin,TODAY_V5,today
v5,Admin,II_V5,ii
v5,Admin,SUBJECT,subject
v5,Admin,GROUP,group
v5,Admin,VISIT_V5,visit
v5,Admin,TEST_V5,test
v5,Biological/Anthropometric Measures,GENDER,gender
v5,Biological/Anthropometric Measures,WEIGHT_5,weight
v5,Biological/Anthropometric Measures,HEIGHT,height
v5,Biological/Anthropometric Measures,WAIST_C5,waist_c
v5,Biological/Anthropometric Measures,CO_V5,co
v5,Biological/Anthropometric Measures,READ1_V5,read_1
v5,Biological/Anthropometric Measures,READ2_V5,read_2
v5,Biological/Anthropometric Measures,READ3_V5,read_3
v5,Mini Mental Status Exam Score,MMS_1A_5,mms_1a
v5,Mini Mental Status Exam Score,MMS_1B_5,mms_1b
v5,Mini Mental Status Exam Score,MMS_1C_5,mms_1c
v5,Mini Mental Status Exam Score,MMS_1D_5,mms_1d
v5,Mini Mental Status Exam Score,MMS_1E_5,mms_1e
v5,Mini Mental Status Exam Score,MMS_1_V5,mms_1
v5,Mini Mental Status Exam Score,MMS_2A_5,mms_2a
v5,Mini Mental Status Exam Score,MMS_2B_5,mms_2b
v5,Mini Mental Status Exam Score,MMS_2C_5,mms_2c
v5,Mini Mental Status Exam Score,MMS_2D_5,mms_2d
v5,Mini Mental Status Exam Score,MMS_2E_5,mms_2e
v5,Mini Mental Status Exam Score,MMS_2_V5,mms_2
v5,Mini Mental Status Exam Score,MMS_3V5,mms_3
v5,Mini Mental Status Exam Score,MMS_3V5G,mms_3g
v5,Mini Mental Status Exam Score,MMS_3V5H,mms_3h
v5,Mini Mental Status Exam Score,MMS_3V5I,mms_3i
v5,Mini Mental Status Exam Score,MMS_3V5J,mms_3j
v5,Mini Mental Status Exam Score,RECAL1_5,mms_recall_1
v5,Mini Mental Status Exam Score,MMS_4_5,mms_4
v5,Mini Mental Status Exam Score,MMS_4_5A,mms_4a
v5,Mini Mental Status Exam Score,MMS_4_5B,mms_4b
v5,Mini Mental Status Exam Score,MMS_4_5C,mms_4c
v5,Mini Mental Status Exam Score,MMS_4_5D,mms_4d
v5,Mini Mental Status Exam Score,MMS_4_5E,mms_4e
v5,Mini Mental Status Exam Score,MMS_4_5F,mms_4f
v5,Mini Mental Status Exam Score,COUNT_V5,mms_count
v5,Mini Mental Status Exam Score,MMS4V_5,mms_5
v5,Mini Mental Status Exam Score,MMS4V_5A,mms_5a
v5,Mini Mental Status Exam Score,MMS4V_5B,mms_5b
v5,Mini Mental Status Exam Score,MMS4V_5C,mms_5c
v5,Mini Mental Status Exam Score,MMS4V_5D,mms_5d
v5,Mini Mental Status Exam Score,MMS4V_5E,mms_5e
v5,Mini Mental Status Exam Score,MMS4V_5F,mms_5f
v5,Mini Mental Status Exam Score,NUM_V5,mms_num
v5,Mini Mental Status Exam Score,MMS_5_5,mms_6
v5,Mini Mental Status Exam Score,MMS_5_5A,mms_6a
v5,Mini Mental Status Exam Score,MMS_5_5B,mms_6b
